"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","potential_threat","rating","inside_site","outside_site","assessment_cycle"
"2011","elena","Completed","Published","Grand Canyon National Park","Climate Change and Severe Weather","Droughts","Drought and the reestablishment of fire","High Threat","1","1","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","Non-native bison","High Threat","1","0","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","Introduced Rocky Mountain elk","Low Threat","1","1","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Non-native fish species","High Threat","1","0","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Energy Production and Mining","Mining/ Quarrying","The overturning of Uranium moratorium and continued mining adjacent to the site","High Threat","0","1","2014"
"10905","elena","Completed","Published","Chitwan National Park","Climate Change and Severe Weather","Temperature extremes","Climate Change & Severe weather events","Data Deficient","1","0","2014"
"10905","elena","Completed","Published","Chitwan National Park","Transportation and Service Corridors","Roads/ Railroads","Road / Railroad","Very High Threat","1","0","2014"
"10905","elena","Completed","Published","Chitwan National Park","Agriculture and Aquaculture","Crops","Agricultural production","Low Threat","0","1","2014"
"10905","elena","Completed","Published","Chitwan National Park","Natural System Modifications","Fire/ Fire Suppression","Fire","High Threat","0","1","2014"
"10905","elena","Completed","Published","Chitwan National Park","Transportation and Service Corridors","Utility / Service Lines","Expansion of electricity infrastructure","Low Threat","1","0","2014"
"10905","elena","Completed","Published","Chitwan National Park","Geological Events","Earthquakes/ Tsunamis","Earthquakes","Data Deficient","1","0","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Natural System Modifications","Dams/ Water Management or Use","Proposed dam construction on Tutoh River","Low Threat","1","1","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Transportation and Service Corridors","Roads/ Railroads","Potential for expansion of roads to service forestry, mining, hydro development","Data Deficient","0","1","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Potential for increased tourism impacts","Data Deficient","1","0","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Pollution","Agricultural/ Forestry Effluents","Potential for siltation from upstream logging and roading","Data Deficient","1","1","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Geological Events","Avalanches/ Landslides","Potential for natural landslides and rock fall","Very Low Threat","1","0","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Residential and Commercial Development","Tourism/ Recreation Areas","Large scale tourism development","Very Low Threat","1","1","2014"
"61610","elena","Completed","Published","Los Katios National Park","Residential and Commercial Development","Commercial/ Industrial Areas","Large infrastructure development projects","High Threat","1","1","2014"
"555542339","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Energy Production and Mining","Renewable Energy","Geothermal energy development","High Threat","1","1","2014"
"900889","remco","Completed","Published","Ha Long Bay","Climate Change and Severe Weather","Ocean acidification","Climate Change & Severe Weather - Chemical changes to oceanic waters","Data Deficient","1","0","2014"
"900889","remco","Completed","Published","Ha Long Bay","Residential and Commercial Development","Commercial/ Industrial Areas","Cumulative impacts of potential further urban and/or industrial development, including transportation corridors.","Low Threat","1","0","2014"
"900889","remco","Completed","Published","Ha Long Bay","Transportation and Service Corridors","Roads/ Railroads","Cumulative impacts of potential further urban and/or industrial development, including transportation corridors.","Low Threat","1","0","2014"
"900889","remco","Completed","Published","Ha Long Bay","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Potential inappropriate tourism developments","High Threat","1","0","2014"
"2575","elena","Completed","Published","Serengeti National Park","Transportation and Service Corridors","Roads/ Railroads","Development of road and other infrastructure corridors","Very High Threat","1","0","2014"
"2575","elena","Completed","Published","Serengeti National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Change of land-use in adjacent areas","Low Threat","1","0","2014"
"2575","elena","Completed","Published","Serengeti National Park","Climate Change and Severe Weather","Droughts","Climate change","Data Deficient","1","0","2014"
"2575","elena","Completed","Published","Serengeti National Park","Transportation and Service Corridors","Flight Paths","Airport development project","Data Deficient","0","1","2014"
"20062","elena","Completed","Published","Sian Ka'an","Climate Change and Severe Weather","Ocean acidification","Climate change","High Threat","1","1","2014"
"20062","elena","Completed","Published","Sian Ka'an","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"902483","remco","Completed","Published","Vredefort Dome","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Theft of geological features","High Threat","1","0","2014"
"902483","remco","Completed","Published","Vredefort Dome","Human Intrusions and Disturbance","Other Activities","Theft of geological features","High Threat","1","0","2014"
"197","elena","Completed","Published","Tikal National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"197","elena","Completed","Published","Tikal National Park","Transportation and Service Corridors","Roads/ Railroads","Road construction","Low Threat","1","1","2014"
"902483","remco","Completed","Published","Vredefort Dome","Energy Production and Mining","Mining/ Quarrying","Potential for quarrying on private lands","Very Low Threat","1","0","2014"
"93290","elena","Completed","Published","Messel Pit Fossil Site","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Increase in visitor numbers","Very Low Threat","1","0","2014"
"93290","elena","Completed","Published","Messel Pit Fossil Site","Human Intrusions and Disturbance","Other Activities","Scientific activities","Very Low Threat","1","0","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Biological Resource Use","Logging/ Wood Harvesting","Explotación forestal ilegal","Low Threat","1","1","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Especies no nativas","Low Threat","1","1","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Geological Events","Earthquakes/ Tsunamis","Mountainous landscape vulnerable to earthquakes damage, particularly landslides","Very Low Threat","1","1","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Transportation and Service Corridors","Roads/ Railroads","Rabaçal Cable Car","Low Threat","1","0","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Residential and Commercial Development","Tourism/ Recreation Areas","Rabaçal Cable Car","Low Threat","1","0","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourism increase","Low Threat","1","0","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Transportation and Service Corridors","Roads/ Railroads","Construction of new roads","Low Threat","1","1","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Transportation and Service Corridors","Flight Paths","Military aircraft overflight","Very Low Threat","1","0","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","Hyper-Abundant Species","Low Threat","0","1","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Opening up for greater level of tourism","Very Low Threat","1","0","2014"
"17050","elena","Completed","Published","Mount Taishan","Social/ Cultural Changes","Identity/ Social Cohesion/ Changes in local population and community","Dislocation of villagers from Taishan","High Threat","1","1","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Impacts associated with visitor accommodation and staff quarters","Data Deficient","1","1","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Geological Events","Erosion and Siltation/ Deposition","Continuous erosion","Low Threat","1","0","2014"
"10747","elena","Completed","Published","Huascarán National Park","Transportation and Service Corridors","Roads/ Railroads","Construcción de carreteras","High Threat","1","1","2014"
"10747","elena","Completed","Published","Huascarán National Park","Climate Change and Severe Weather","Temperature extremes","Cambio climático","Very High Threat","1","1","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Climate Change and Severe Weather","Temperature extremes","Climate change","Very High Threat","1","0","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Major tourism development plans","High Threat","1","1","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Transportation and Service Corridors","Utility / Service Lines","Major regional and national infrastructure planning projects","High Threat","1","1","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Transportation and Service Corridors","Roads/ Railroads","Major regional and national infrastructure planning projects","High Threat","1","1","2014"
"17760","elena","Completed","Published","Manú National Park","Energy Production and Mining","Oil/ Gas exploration/development","Gas exploration in the vicinity of the site","High Threat","0","1","2014"
"17760","elena","Completed","Published","Manú National Park","Climate Change and Severe Weather","Temperature extremes","Anticipated climate change","High Threat","1","1","2014"
"17760","elena","Completed","Published","Manú National Park","Agriculture and Aquaculture","Crops","Advancing agricultural frontier","Low Threat","1","1","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Human Intrusions and Disturbance","Other Activities","Possible loosening of restrictions on helicopter access","Low Threat","1","0","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Energy Production and Mining","Oil/ Gas exploration/development","Potential for oil and gas exploration","Data Deficient","0","1","2014"
"555577555","elena","Completed","Published","Okavango Delta","Natural System Modifications","Dams/ Water Management or Use","Upstream water extraction /impoundment","High Threat","0","1","2014"
"555577555","elena","Completed","Published","Okavango Delta","Climate Change and Severe Weather","Temperature extremes","Climate change","Low Threat","1","1","2014"
"555577555","elena","Completed","Published","Okavango Delta","Pollution","Water Pollution","Pollution and/or eutrophication of waters","Low Threat","1","1","2014"
"555577555","elena","Completed","Published","Okavango Delta","Energy Production and Mining","Mining/ Quarrying","Mining","High Threat","0","1","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Energy Production and Mining","Renewable Energy","Additional dam construction","Data Deficient","0","1","2014"
"198297","elena","Completed","Published","Desembarco del Granma National Park","Climate Change and Severe Weather","Storms/Flooding","Extreme weather events","Low Threat","1","1","2014"
"124385","remco","Completed","Published","W National Park of Niger","Natural System Modifications","Dams/ Water Management or Use","Le barrage de Dyodyonga","Low Threat","0","1","2014"
"124385","remco","Completed","Published","W National Park of Niger","Energy Production and Mining","Mining/ Quarrying","Projets miniers","Low Threat","0","1","2014"
"124385","remco","Completed","Published","W National Park of Niger","Human Intrusions and Disturbance","Other Activities","Pression anthropique","High Threat","1","1","2014"
"2007","elena","Completed","Published","Sagarmatha National Park","Climate Change and Severe Weather","Storms/Flooding","Threat of glacial lake outburst floods","Data Deficient","1","1","2014"
"220297","elena","Completed","Published","Pantanal Conservation Complex","Natural System Modifications","Dams/ Water Management or Use","Hydroelectric dams","Very High Threat","0","1","2014"
"220297","elena","Completed","Published","Pantanal Conservation Complex","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Climate Change and Severe Weather","Storms/Flooding","Climate change","Data Deficient","1","1","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Climate Change and Severe Weather","Droughts","Climate change","Data Deficient","1","1","2014"
"220296","elena","Completed","Published","Central Amazon Conservation Complex","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Potential increase in visitation","Very Low Threat","1","1","2014"
"220296","elena","Completed","Published","Central Amazon Conservation Complex","Transportation and Service Corridors","Shipping Lanes","Cargo ships in the waters of the Anavilhanas archipelago","Low Threat","1","1","2014"
"220296","elena","Completed","Published","Central Amazon Conservation Complex","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Energy Production and Mining","Oil/ Gas exploration/development","Potential shale gas exploration near the eastern boundary of the property","Data Deficient","0","1","2017"
"5000","elena","Completed","Published","Tasmanian Wilderness","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","European Fox","High Threat","1","0","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Myrtle rust","Very Low Threat","1","0","2014"
"145579","elena","Completed","Published","Macquarie Island","Climate Change and Severe Weather","Ocean acidification","Climate change","High Threat","1","0","2014"
"145579","elena","Completed","Published","Macquarie Island","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","0","2014"
"145579","elena","Completed","Published","Macquarie Island","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","High Threat","1","0","2014"
"145579","elena","Completed","Published","Macquarie Island","Other","Other","Oil spills","Low Threat","1","0","2014"
"145579","elena","Completed","Published","Macquarie Island","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","New invasive species","Low Threat","1","0","2014"
"555542338","elena","Completed","Published","Ningaloo Coast","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Expanded military activity","Low Threat","1","0","2014"
"198293","elena","Completed","Published","Atlantic Forest Southeast Reserves","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"124385","remco","Completed","Published","W National Park of Niger","Pollution","Water Pollution","Pollution","High Threat","1","1","2014"
"900881","remco","Completed","Published","Three Parallel Rivers of Yunnan Protected Areas","Energy Production and Mining","Renewable Energy","Further dam development","Very High Threat","0","1","2014"
"900881","remco","Completed","Published","Three Parallel Rivers of Yunnan Protected Areas","Natural System Modifications","Dams/ Water Management or Use","Further dam development","Very High Threat","0","1","2014"
"900881","remco","Completed","Published","Three Parallel Rivers of Yunnan Protected Areas","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","0","2014"
"67725","elena","Completed","Published","Komodo National Park","Natural System Modifications","Fire/ Fire Suppression","Fire","High Threat","1","1","2014"
"67725","elena","Completed","Published","Komodo National Park","Climate Change and Severe Weather","Temperature extremes","Coral bleaching","High Threat","1","1","2014"
"61609","elena","Completed","Published","Bwindi Impenetrable National Park","Transportation and Service Corridors","Roads/ Railroads","New road construction","Low Threat","1","0","2014"
"555577556","elena","Completed","Published","Stevns Klint","Climate Change and Severe Weather","Temperature extremes","Increasing sea-levels","Very Low Threat","1","1","2014"
"9617","elena","Completed","Published","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Climate Change and Severe Weather","Temperature extremes","Changements climatiques","Data Deficient","1","1","2014"
"555556047","elena","Completed","Published","Mount Etna","Natural System Modifications","Fire/ Fire Suppression","Fires","Low Threat","1","1","2014"
"555556047","elena","Completed","Published","Mount Etna","Residential and Commercial Development","Tourism/ Recreation Areas","Tourism infrastructure development","Very Low Threat","1","1","2014"
"902489","elena","Completed","Published","West Norwegian Fjords – Geirangerfjord and Nærøyfjord","Transportation and Service Corridors","Shipping Lanes","Localized impact from water infrastructure","Very Low Threat","1","1","2014"
"902489","elena","Completed","Published","West Norwegian Fjords – Geirangerfjord and Nærøyfjord","Geological Events","Avalanches/ Landslides","Avalanches, rock falls and potentially landslides in both component areas and around","Very Low Threat","1","1","2014"
"902489","elena","Completed","Published","West Norwegian Fjords – Geirangerfjord and Nærøyfjord","Geological Events","Earthquakes/ Tsunamis","Avalanches, rock falls and potentially landslides in both component areas and around","Very Low Threat","1","1","2014"
"61609","elena","Completed","Published","Bwindi Impenetrable National Park","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Insurgency, civil strife and security issues","High Threat","1","0","2014"
"93294","elena","Completed","Published","Virgin Komi Forests","Natural System Modifications","Fire/ Fire Suppression","Increased frequency of forest fires","Data Deficient","1","1","2014"
"198301","elena","Completed","Published","Western Caucasus","Residential and Commercial Development","Tourism/ Recreation Areas","Planned development of tourism and mountain skiing facilities with associated infrastructure on Lagonaki Plateau","Very High Threat","1","0","2014"
"198301","elena","Completed","Published","Western Caucasus","Transportation and Service Corridors","Roads/ Railroads","Planned road construction inside reserve to area near “Biosphere Centre” recreational facility","High Threat","1","1","2014"
"198301","elena","Completed","Published","Western Caucasus","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Increase of tourism and use pressure","Low Threat","1","0","2014"
"145590","elena","Completed","Published","Pyrénées - Mont Perdu","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","Risk of abandoning of mountain pastures","Low Threat","1","0","2014"
"145590","elena","Completed","Published","Pyrénées - Mont Perdu","Geological Events","Avalanches/ Landslides","Avalanches and landslides","Low Threat","1","0","2014"
"902902","elena","Completed","Published","Sichuan Giant Panda Sanctuaries – Wolong, Mount Siguniang & Jiajin Mountains","Climate Change and Severe Weather","Temperature extremes","Extreme weather events becoming more frequent","Low Threat","1","1","2014"
"902902","elena","Completed","Published","Sichuan Giant Panda Sanctuaries – Wolong, Mount Siguniang & Jiajin Mountains","Energy Production and Mining","Mining/ Quarrying","Mining","High Threat","1","1","2014"
"93294","elena","Completed","Published","Virgin Komi Forests","Biological Resource Use","Logging/ Wood Harvesting","Logging","Low Threat","1","1","2014"
"26654","elena","Completed","Published","Mount Huangshan","Residential and Commercial Development","Tourism/ Recreation Areas","Construction of tourist hotels","Very Low Threat","1","1","2014"
"2016","elena","Completed","Published","Plitvice Lakes National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2014"
"68916","elena","Completed","Published","Yakushima","Geological Events","Earthquakes/ Tsunamis","Earthquakes are a feature of the region.","Low Threat","1","0","2014"
"900880","elena","Completed","Published","Uvs Nuur Basin","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2014"
"900880","elena","Completed","Published","Uvs Nuur Basin","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Uncontrolled tourism","Very Low Threat","1","1","2014"
"900880","elena","Completed","Published","Uvs Nuur Basin","Biological Resource Use","Logging/ Wood Harvesting","Illegal logging","Data Deficient","1","0","2014"
"900880","elena","Completed","Published","Uvs Nuur Basin","Energy Production and Mining","Mining/ Quarrying","Small scale mining","Very Low Threat","1","0","2014"
"900880","elena","Completed","Published","Uvs Nuur Basin","Pollution","Water Pollution","River pollution","Data Deficient","1","0","2014"
"900880","elena","Completed","Published","Uvs Nuur Basin","Biological Resource Use","Hunting (commercial/subsistence)","Commercial hunting","Low Threat","1","0","2014"
"10744","elena","Completed","Published","Kaziranga National Park","Social/ Cultural Changes","Identity/ Social Cohesion/ Changes in local population and community","Changing demographic and economic profile and alienation","Low Threat","0","1","2014"
"145580","elena","Completed","Published","The Sundarbans","Agriculture and Aquaculture","Crops","Agricultural expansion at inland fringes","High Threat","1","0","2014"
"145580","elena","Completed","Published","The Sundarbans","Other","Other","Sea level rise","Very High Threat","1","0","2014"
"145580","elena","Completed","Published","The Sundarbans","Pollution","Industrial/ Military Effluents","Increased industrial chemical effluent from the proposed construction of the Rampal coal-based power plant","High Threat","1","0","2014"
"14177","elena","Completed","Published","Sundarbans National Park","Pollution","Industrial/ Military Effluents","Increased industrial chemical effluent from the proposed construction of the Rampal coal-based power plant  in Bangladesh","Low Threat","1","1","2014"
"10744","elena","Completed","Published","Kaziranga National Park","Energy Production and Mining","Mining/ Quarrying","Stone quarrying","Data Deficient","0","1","2014"
"10744","elena","Completed","Published","Kaziranga National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Fishing on the edges of the park","Low Threat","0","1","2014"
"10744","elena","Completed","Published","Kaziranga National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourism pressure","Low Threat","1","0","2014"
"10744","elena","Completed","Published","Kaziranga National Park","Geological Events","Erosion and Siltation/ Deposition","River bank erosion","High Threat","1","0","2014"
"2008","elena","Completed","Published","Bialowieza Forest","Climate Change and Severe Weather","Temperature extremes","Changes in temperature and precipitation","Data Deficient","1","1","2014"
"2008","elena","Completed","Published","Bialowieza Forest","Natural System Modifications","Fire/ Fire Suppression","Forest fires","Low Threat","1","1","2014"
"555577557","elena","Completed","Published","Great Himalayan National Park Conservation Area","Biological Resource Use","Hunting (commercial/subsistence)","Pressure from human activities","Low Threat","1","1","2014"
"555577557","elena","Completed","Published","Great Himalayan National Park Conservation Area","Biological Resource Use","Logging/ Wood Harvesting","Pressure from human activities","Low Threat","1","1","2014"
"555577557","elena","Completed","Published","Great Himalayan National Park Conservation Area","Agriculture and Aquaculture","Livestock Farming / Grazing","Pressure from human activities","Low Threat","1","1","2014"
"555577557","elena","Completed","Published","Great Himalayan National Park Conservation Area","Agriculture and Aquaculture","Crop production","Pressure from human activities","Low Threat","1","1","2014"
"555577557","elena","Completed","Published","Great Himalayan National Park Conservation Area","Natural System Modifications","Dams/ Water Management or Use","Hydroelectric developments in the buffer zone","Very Low Threat","0","1","2014"
"2579","elena","Completed","Published","Olympic National Park","Other","Other","Contaminants from  Highway 101 draining into adjacent park waters","High Threat","1","0","2014"
"2579","elena","Completed","Published","Olympic National Park","Residential and Commercial Development","Housing/ Urban Areas","Urban pressures","Low Threat","1","1","2014"
"2579","elena","Completed","Published","Olympic National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Commercial Development","Low Threat","1","1","2014"
"2579","elena","Completed","Published","Olympic National Park","Transportation and Service Corridors","Shipping Lanes","Off shore oil spills","Low Threat","0","1","2014"
"2579","elena","Completed","Published","Olympic National Park","Other","Other","Off shore fish farms","Low Threat","0","0","2014"
"9612","elena","Completed","Published","Srebarna Nature Reserve","Natural System Modifications","Fire/ Fire Suppression","Human induced fires","Low Threat","0","1","2014"
"9612","elena","Completed","Published","Srebarna Nature Reserve","Natural System Modifications","Dams/ Water Management or Use","Dredging of Danube shipping lanes","Data Deficient","0","1","2014"
"9612","elena","Completed","Published","Srebarna Nature Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive animal species","Data Deficient","0","1","2014"
"9612","elena","Completed","Published","Srebarna Nature Reserve","Pollution","Water Pollution","Eutrophication","High Threat","1","1","2014"
"9612","elena","Completed","Published","Srebarna Nature Reserve","Pollution","Air Pollution","Industrial air-borne pollutants","Very Low Threat","0","1","2014"
"9612","elena","Completed","Published","Srebarna Nature Reserve","Geological Events","Erosion and Siltation/ Deposition","Sediment trapping and accumulation","High Threat","1","0","2014"
"198297","elena","Completed","Published","Desembarco del Granma National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourism/recreation","Low Threat","1","0","2014"
"9612","elena","Completed","Published","Srebarna Nature Reserve","Climate Change and Severe Weather","Droughts","Lack of periodical flooding from the Danube","Data Deficient","1","1","2014"
"9612","elena","Completed","Published","Srebarna Nature Reserve","Climate Change and Severe Weather","Storms/Flooding","Extreme storms","Low Threat","1","0","2014"
"9612","elena","Completed","Published","Srebarna Nature Reserve","Climate Change and Severe Weather","Storms/Flooding","Flooding","Low Threat","1","0","2014"
"198299","elena","Completed","Published","Puerto-Princesa Subterranean River National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Further increase in visitation","High Threat","1","0","2014"
"900008","elena","Completed","Published","Isole Eolie (Aeolian Islands)","Transportation and Service Corridors","Shipping Lanes","Proposed enlargement of the Lipari port","Data Deficient","0","1","2014"
"902479","elena","Completed","Published","Coiba National Park and its Special Zone of Marine Protection","Residential and Commercial Development","Housing/ Urban Areas","Coastal development","High Threat","1","0","2014"
"902479","elena","Completed","Published","Coiba National Park and its Special Zone of Marine Protection","Residential and Commercial Development","Tourism/ Recreation Areas","Coastal development","High Threat","1","0","2014"
"902479","elena","Completed","Published","Coiba National Park and its Special Zone of Marine Protection","Climate Change and Severe Weather","Storms/Flooding","Climate change","Data Deficient","1","1","2014"
"67726","remco","Completed","Published","Ujung Kulon National Park","Transportation and Service Corridors","Roads/ Railroads","Road development","Low Threat","0","1","2014"
"124383","elena","Completed","Published","Belize Barrier Reef Reserve System","Energy Production and Mining","Oil/ Gas exploration/development","Potential for off-shore oil exploration and drilling","Very High Threat","1","1","2014"
"67726","remco","Completed","Published","Ujung Kulon National Park","Geological Events","Volcanoes","Volcanic activity and tsunamis","High Threat","1","1","2014"
"67726","remco","Completed","Published","Ujung Kulon National Park","Geological Events","Earthquakes/ Tsunamis","Volcanic activity and tsunamis","High Threat","1","1","2014"
"67726","remco","Completed","Published","Ujung Kulon National Park","Energy Production and Mining","Mining/ Quarrying","Gold mining in the proximity of the park","High Threat","0","1","2014"
"67726","remco","Completed","Published","Ujung Kulon National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","New district of Cibaliung","Low Threat","1","1","2014"
"67726","remco","Completed","Published","Ujung Kulon National Park","Agriculture and Aquaculture","Crop production","New district of Cibaliung","Low Threat","1","1","2014"
"67726","remco","Completed","Published","Ujung Kulon National Park","Residential and Commercial Development","Housing/ Urban Areas","New district of Cibaliung","Low Threat","1","1","2014"
"16793","elena","Completed","Published","Nanda Devi and Valley of Flowers National Parks","Transportation and Service Corridors","Roads/ Railroads","Road construction","Low Threat","1","1","2014"
"16793","elena","Completed","Published","Nanda Devi and Valley of Flowers National Parks","Natural System Modifications","Dams/ Water Management or Use","Hydropower development","Very High Threat","0","1","2014"
"903137","elena","Completed","Published","Saryarka – Steppe and Lakes of Northern Kazakhstan","Climate Change and Severe Weather","Temperature extremes","Climate change","Low Threat","1","1","2014"
"198297","elena","Completed","Published","Desembarco del Granma National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"198297","elena","Completed","Published","Desembarco del Granma National Park","Climate Change and Severe Weather","Ocean acidification","Climate change","High Threat","1","1","2014"
"900628","elena","Completed","Published","Alejandro de Humboldt National Park","Energy Production and Mining","Mining/ Quarrying","Commercial mining","High Threat","1","1","2014"
"93291","elena","Completed","Published","Carlsbad Caverns National Park","Energy Production and Mining","Oil/ Gas exploration/development","Oil and gas development","High Threat","0","1","2014"
"93291","elena","Completed","Published","Carlsbad Caverns National Park","Agriculture and Aquaculture","Crops","Agricultural activities which lower water table","Low Threat","0","1","2014"
"2005","elena","Completed","Published","Nahanni National Park","Energy Production and Mining","Mining/ Quarrying","Future industrial mining and associated roads","Very High Threat","0","1","2014"
"2016","elena","Completed","Published","Plitvice Lakes National Park","Pollution","Water Pollution","Potential threat of dangerous goods discharge from traffic on state roads","High Threat","1","0","2014"
"67730","elena","Completed","Published","Fraser Island","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive species","High Threat","1","1","2014"
"67730","elena","Completed","Published","Fraser Island","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2014"
"2005","elena","Completed","Published","Nahanni National Park","Climate Change and Severe Weather","Temperature extremes","Permafrost thawing","Low Threat","1","1","2014"
"168241","elena","Completed","Published","Golden Mountains of Altai","Energy Production and Mining","Oil/ Gas exploration/development","Gazprom Altai pipeline","High Threat","0","1","2014"
"168241","elena","Completed","Published","Golden Mountains of Altai","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2014"
"168241","elena","Completed","Published","Golden Mountains of Altai","Natural System Modifications","Fire/ Fire Suppression","Wild fires of increasing frequency","Low Threat","1","0","2014"
"555577558","elena","Completed","Published","Mount Hamiguitan Range Wildlife Sanctuary","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Potential impacts from increased visitation","Low Threat","1","0","2014"
"555577558","elena","Completed","Published","Mount Hamiguitan Range Wildlife Sanctuary","Climate Change and Severe Weather","Temperature extremes","Climate change","Low Threat","1","1","2014"
"68916","elena","Completed","Published","Yakushima","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Non-native species","Data Deficient","1","0","2014"
