"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","rating","inside_site","outside_site","assessment_version_id","assessment_cycle"
"902356","elena","Completed","Published","Natural System of Wrangel Island Reserve","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","1","0","5159","2014"
"93767","elena","Completed","Published","Gough and Inaccessible Islands","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very High Threat","1","0","5161","2014"
"93767","elena","Completed","Published","Gough and Inaccessible Islands","Pollution","Water Pollution","High Threat","0","1","5161","2014"
"10905","elena","Completed","Published","Chitwan National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Energy Production and Mining","Mining/ Quarrying","Very High Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Transportation and Service Corridors","Roads/ Railroads","High Threat","1","0","5165","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Natural System Modifications","Dams/ Water Management or Use","High Threat","1","1","5163","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Residential and Commercial Development","Housing/ Urban Areas","High Threat","0","1","5163","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Residential and Commercial Development","Tourism/ Recreation Areas","High Threat","1","1","5163","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Natural System Modifications","Other Ecosystem Modifications","High Threat","0","1","5163","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","5163","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Residential and Commercial Development","Commercial/ Industrial Areas","Low Threat","1","1","5163","2014"
"10905","elena","Completed","Published","Chitwan National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","High Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Residential and Commercial Development","Housing/ Urban Areas","High Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Residential and Commercial Development","Commercial/ Industrial Areas","Low Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Biological Resource Use","Poaching","Low Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Biological Resource Use","Other Biological Resource Use","High Threat","0","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Natural System Modifications","Dams/ Water Management or Use","High Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very High Threat","0","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Pollution","Water Pollution","High Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Geological Events","Erosion and Siltation/ Deposition","Very Low Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Geological Events","Erosion and Siltation/ Deposition","High Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Climate Change and Severe Weather","Storms/Flooding","High Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Social/ Cultural Changes","Identity/ Social Cohesion/ Changes in local population and community","High Threat","1","0","5165","2014"
"10905","elena","Completed","Published","Chitwan National Park","Pollution","Solid Waste","Low Threat","1","0","5165","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","0","1","5168","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Biological Resource Use","Poaching","Low Threat","1","1","5168","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Very Low Threat","1","0","5201","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","1","1","5201","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Climate Change and Severe Weather","Temperature extremes","Data Deficient","1","1","5201","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","Data Deficient","1","1","5201","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Biological Resource Use","Hunting (commercial/subsistence)","Very Low Threat","1","1","5201","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Very Low Threat","0","1","5201","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Other","Other","Very Low Threat","1","1","5201","2014"
"61610","elena","Completed","Published","Los Katios National Park","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","High Threat","1","1","5203","2014"
"61610","elena","Completed","Published","Los Katios National Park","Agriculture and Aquaculture","Crops","High Threat","1","1","5203","2014"
"61610","elena","Completed","Published","Los Katios National Park","Biological Resource Use","Other Biological Resource Use","High Threat","1","1","5203","2014"
"555542339","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Residential and Commercial Development","Housing/ Urban Areas","High Threat","0","1","4209","2014"
"555542339","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","0","0","4209","2014"
"555542339","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Geological Events","Erosion and Siltation/ Deposition","High Threat","1","1","4209","2014"
"26653","elena","Completed","Published","Tsingy de Bemaraha Strict Nature Reserve","Biological Resource Use","Poaching","Low Threat","1","1","4302","2014"
"903062","elena","Completed","Published","Rainforests of the Atsinanana","Agriculture and Aquaculture","Crops","High Threat","1","1","4915","2014"
"900889","remco","Completed","Published","Ha Long Bay","Residential and Commercial Development","Commercial/ Industrial Areas","Low Threat","1","0","5302","2014"
"2575","elena","Completed","Published","Serengeti National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","5303","2014"
"2575","elena","Completed","Published","Serengeti National Park","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","0","5303","2014"
"2575","elena","Completed","Published","Serengeti National Park","Other","Other","High Threat","1","1","5303","2014"
"900889","remco","Completed","Published","Ha Long Bay","Pollution","Water Pollution","Low Threat","1","0","5302","2014"
"900889","remco","Completed","Published","Ha Long Bay","Energy Production and Mining","Mining/ Quarrying","Low Threat","1","0","5302","2014"
"900889","remco","Completed","Published","Ha Long Bay","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","1","0","5302","2014"
"900889","remco","Completed","Published","Ha Long Bay","Agriculture and Aquaculture","Marine/ Freshwater Aquaculture","Low Threat","1","0","5302","2014"
"900889","remco","Completed","Published","Ha Long Bay","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","0","5302","2014"
"900889","remco","Completed","Published","Ha Long Bay","Residential and Commercial Development","Commercial/ Industrial Areas","Low Threat","1","0","5302","2014"
"900889","remco","Completed","Published","Ha Long Bay","Transportation and Service Corridors","Roads/ Railroads","Low Threat","1","0","5302","2014"
"900889","remco","Completed","Published","Ha Long Bay","Transportation and Service Corridors","Shipping Lanes","Low Threat","1","0","5302","2014"
"2575","elena","Completed","Published","Serengeti National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Data Deficient","1","0","5303","2014"
"2575","elena","Completed","Published","Serengeti National Park","Natural System Modifications","Dams/ Water Management or Use","Data Deficient","1","0","5303","2014"
"2575","elena","Completed","Published","Serengeti National Park","Biological Resource Use","Hunting (commercial/subsistence)","Low Threat","1","1","5303","2014"
"2575","elena","Completed","Published","Serengeti National Park","Biological Resource Use","Poaching","Low Threat","1","0","5303","2014"
"2575","elena","Completed","Published","Serengeti National Park","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","1","5303","2014"
"20062","elena","Completed","Published","Sian Ka'an","Residential and Commercial Development","Tourism/ Recreation Areas","High Threat","1","1","5306","2014"
"20062","elena","Completed","Published","Sian Ka'an","Biological Resource Use","Poaching","High Threat","1","1","5306","2014"
"20062","elena","Completed","Published","Sian Ka'an","Biological Resource Use","Fishing / Harvesting Aquatic Resources","High Threat","1","1","5306","2014"
"20062","elena","Completed","Published","Sian Ka'an","Pollution","Water Pollution","High Threat","1","1","5306","2014"
"20062","elena","Completed","Published","Sian Ka'an","Agriculture and Aquaculture","Crop production","High Threat","1","1","5306","2014"
"20062","elena","Completed","Published","Sian Ka'an","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very High Threat","1","1","5306","2014"
"20062","elena","Completed","Published","Sian Ka'an","Climate Change and Severe Weather","Storms/Flooding","High Threat","1","1","5306","2014"
"197","elena","Completed","Published","Tikal National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","5309","2014"
"197","elena","Completed","Published","Tikal National Park","Residential and Commercial Development","Housing/ Urban Areas","Low Threat","0","1","5309","2014"
"197","elena","Completed","Published","Tikal National Park","Agriculture and Aquaculture","Crop production","Low Threat","0","1","5309","2014"
"197","elena","Completed","Published","Tikal National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","0","1","5309","2014"
"197","elena","Completed","Published","Tikal National Park","Biological Resource Use","Poaching","Low Threat","1","1","5309","2014"
"197","elena","Completed","Published","Tikal National Park","Biological Resource Use","Other Biological Resource Use","Low Threat","1","1","5309","2014"
"197","elena","Completed","Published","Tikal National Park","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","1","5309","2014"
"93290","elena","Completed","Published","Messel Pit Fossil Site","Geological Events","Avalanches/ Landslides","Low Threat","1","0","5312","2014"
"61609","elena","Completed","Published","Bwindi Impenetrable National Park","Agriculture and Aquaculture","Crops","Low Threat","1","1","5601","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","0","1","5509","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Very Low Threat","0","1","5509","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","5509","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Transportation and Service Corridors","Roads/ Railroads","Low Threat","1","1","5512","2014"
"10747","elena","Completed","Published","Huascarán National Park","Biological Resource Use","Other Biological Resource Use","Very Low Threat","1","0","5524","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","5512","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","5512","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Data Deficient","1","1","5512","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","0","1","5512","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Energy Production and Mining","Renewable Energy","Data Deficient","0","1","5512","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Transportation and Service Corridors","Roads/ Railroads","High Threat","1","1","5512","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Geological Events","Avalanches/ Landslides","Low Threat","1","0","5512","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Climate Change and Severe Weather","Temperature extremes","Low Threat","1","1","5512","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","0","1","5515","2014"
"17050","elena","Completed","Published","Mount Taishan","Climate Change and Severe Weather","Temperature extremes","Low Threat","1","1","5518","2014"
"17050","elena","Completed","Published","Mount Taishan","Residential and Commercial Development","Housing/ Urban Areas","Very Low Threat","1","1","5518","2014"
"17050","elena","Completed","Published","Mount Taishan","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","1","5518","2014"
"17050","elena","Completed","Published","Mount Taishan","Energy Production and Mining","Mining/ Quarrying","Low Threat","1","0","5518","2014"
"17050","elena","Completed","Published","Mount Taishan","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","1","5518","2014"
"17050","elena","Completed","Published","Mount Taishan","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","5518","2014"
"17050","elena","Completed","Published","Mount Taishan","Natural System Modifications","Other Ecosystem Modifications","High Threat","1","1","5518","2014"
"17050","elena","Completed","Published","Mount Taishan","Pollution","Household Sewage/ Urban Waste Water","High Threat","1","1","5518","2014"
"17050","elena","Completed","Published","Mount Taishan","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","High Threat","1","1","5518","2014"
"61612","elena","Completed","Published","Canaima National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","5527","2014"
"17050","elena","Completed","Published","Mount Taishan","Transportation and Service Corridors","Roads/ Railroads","Low Threat","1","0","5518","2014"
"17050","elena","Completed","Published","Mount Taishan","Residential and Commercial Development","Tourism/ Recreation Areas","Low Threat","1","0","5518","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","1","5521","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","5521","2014"
"61609","elena","Completed","Published","Bwindi Impenetrable National Park","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","0","5601","2014"
"10747","elena","Completed","Published","Huascarán National Park","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","Data Deficient","1","1","5524","2014"
"10747","elena","Completed","Published","Huascarán National Park","Pollution","Solid Waste","Low Threat","1","1","5524","2014"
"10747","elena","Completed","Published","Huascarán National Park","Pollution","Water Pollution","Low Threat","1","1","5524","2014"
"18862","elena","In Progress","Assessment","Meteora","Biological Resource Use","Logging/ Wood Harvesting","Data Deficient","1","1","7002","2017"
"10747","elena","Completed","Published","Huascarán National Park","Agriculture and Aquaculture","Crops","High Threat","1","0","5524","2014"
"10747","elena","Completed","Published","Huascarán National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Very High Threat","1","0","5524","2014"
"10747","elena","Completed","Published","Huascarán National Park","Energy Production and Mining","Mining/ Quarrying","Very High Threat","1","1","5524","2014"
"10747","elena","Completed","Published","Huascarán National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","1","5524","2014"
"10747","elena","Completed","Published","Huascarán National Park","Transportation and Service Corridors","Roads/ Railroads","Low Threat","1","1","5524","2014"
"10747","elena","Completed","Published","Huascarán National Park","Climate Change and Severe Weather","Temperature extremes","Very High Threat","1","1","5524","2014"
"10747","elena","Completed","Published","Huascarán National Park","Natural System Modifications","Dams/ Water Management or Use","Very High Threat","1","1","5524","2014"
"61612","elena","Completed","Published","Canaima National Park","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","5527","2014"
"10747","elena","Completed","Published","Huascarán National Park","Biological Resource Use","Poaching","High Threat","1","1","5524","2014"
"10747","elena","Completed","Published","Huascarán National Park","Geological Events","Erosion and Siltation/ Deposition","Low Threat","1","1","5524","2014"
"61612","elena","Completed","Published","Canaima National Park","Energy Production and Mining","Mining/ Quarrying","Very High Threat","1","1","5527","2014"
"61612","elena","Completed","Published","Canaima National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","5527","2014"
"61612","elena","Completed","Published","Canaima National Park","Agriculture and Aquaculture","Crops","High Threat","1","1","5527","2014"
"61612","elena","Completed","Published","Canaima National Park","Biological Resource Use","Poaching","High Threat","1","1","5527","2014"
"61612","elena","Completed","Published","Canaima National Park","Transportation and Service Corridors","Utility / Service Lines","High Threat","1","1","5527","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Other","Other","Very High Threat","1","0","5531","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Biological Resource Use","Poaching","Very High Threat","1","1","5531","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Transportation and Service Corridors","Roads/ Railroads","Very High Threat","1","0","5531","2014"
"198298","elena","Completed","Published","Lorentz National Park","Biological Resource Use","Hunting (commercial/subsistence)","Data Deficient","1","1","4836","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Biological Resource Use","Other Biological Resource Use","High Threat","1","1","5538","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","1","5538","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Biological Resource Use","Logging/ Wood Harvesting","High Threat","0","1","5538","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Agriculture and Aquaculture","Crops","High Threat","1","1","5538","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","5538","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","1","5538","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Natural System Modifications","Dams/ Water Management or Use","High Threat","0","1","5538","2014"
"555577560","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","1","5538","2014"
"555577555","elena","Completed","Published","Okavango Delta","Natural System Modifications","Other Ecosystem Modifications","Low Threat","1","1","5541","2014"
"17760","elena","Completed","Published","Manú National Park","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Very Low Threat","1","0","5543","2014"
"17760","elena","Completed","Published","Manú National Park","Agriculture and Aquaculture","Crops","Low Threat","1","1","5543","2014"
"17760","elena","Completed","Published","Manú National Park","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","5543","2014"
"17760","elena","Completed","Published","Manú National Park","Energy Production and Mining","Mining/ Quarrying","Low Threat","1","1","5543","2014"
"17760","elena","Completed","Published","Manú National Park","Transportation and Service Corridors","Roads/ Railroads","Low Threat","1","1","5543","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Low Threat","1","0","5539","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Climate Change and Severe Weather","Temperature extremes","Data Deficient","1","1","5539","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Climate Change and Severe Weather","Ocean acidification","Data Deficient","1","1","5539","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Pollution","Household Sewage/ Urban Waste Water","High Threat","1","0","5539","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","0","5539","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Other","Other","Low Threat","1","0","5539","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","1","5539","2014"
"555577555","elena","Completed","Published","Okavango Delta","Biological Resource Use","Hunting (commercial/subsistence)","Data Deficient","1","1","5541","2014"
"555577555","elena","Completed","Published","Okavango Delta","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","1","1","5541","2014"
"555577555","elena","Completed","Published","Okavango Delta","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Very Low Threat","1","0","5541","2014"
"555577555","elena","Completed","Published","Okavango Delta","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","1","5541","2014"
"555577555","elena","Completed","Published","Okavango Delta","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","1","5541","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Very High Threat","1","1","5542","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Biological Resource Use","Logging/ Wood Harvesting","Very High Threat","1","1","5542","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Agriculture and Aquaculture","Crop production","Very High Threat","1","1","5542","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Agriculture and Aquaculture","Livestock Farming / Grazing","Very High Threat","1","1","5542","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Biological Resource Use","Poaching","Very High Threat","1","1","5542","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Biological Resource Use","Hunting (commercial/subsistence)","Very High Threat","1","1","5542","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Energy Production and Mining","Renewable Energy","Low Threat","0","1","5542","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Very Low Threat","1","1","5542","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Geological Events","Erosion and Siltation/ Deposition","Data Deficient","1","1","5542","2014"
"17760","elena","Completed","Published","Manú National Park","Biological Resource Use","Poaching","Low Threat","1","0","5543","2014"
"17760","elena","Completed","Published","Manú National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","1","1","5543","2014"
"17760","elena","Completed","Published","Manú National Park","Climate Change and Severe Weather","Temperature extremes","Low Threat","1","1","5543","2014"
"17760","elena","Completed","Published","Manú National Park","Energy Production and Mining","Mining/ Quarrying","Low Threat","0","1","5543","2014"
"68916","elena","Completed","Published","Yakushima","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","High Threat","1","0","5816","2014"
"124385","remco","Completed","Published","W-Arly-Pendjari Complex","Agriculture and Aquaculture","Livestock Farming / Grazing","High Threat","1","1","5553","2014"
"124385","remco","Completed","Published","W-Arly-Pendjari Complex","Agriculture and Aquaculture","Crop production","High Threat","0","1","5553","2014"
"124385","remco","Completed","Published","W-Arly-Pendjari Complex","Biological Resource Use","Other Biological Resource Use","Low Threat","1","1","5553","2014"
"124385","remco","Completed","Published","W-Arly-Pendjari Complex","Geological Events","Erosion and Siltation/ Deposition","High Threat","1","1","5553","2014"
"124385","remco","Completed","Published","W-Arly-Pendjari Complex","Natural System Modifications","Fire/ Fire Suppression","Low Threat","1","1","5553","2014"
"220297","elena","Completed","Published","Pantanal Conservation Complex","Transportation and Service Corridors","Shipping Lanes","Low Threat","1","1","5557","2014"
"220297","elena","Completed","Published","Pantanal Conservation Complex","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","5557","2014"
"220297","elena","Completed","Published","Pantanal Conservation Complex","Geological Events","Erosion and Siltation/ Deposition","Very High Threat","1","1","5557","2014"
"220297","elena","Completed","Published","Pantanal Conservation Complex","Pollution","Water Pollution","High Threat","1","1","5557","2014"
"220297","elena","Completed","Published","Pantanal Conservation Complex","Natural System Modifications","Dams/ Water Management or Use","Low Threat","0","1","5557","2014"
"220297","elena","Completed","Published","Pantanal Conservation Complex","Transportation and Service Corridors","Roads/ Railroads","Low Threat","0","1","5557","2014"
"220297","elena","Completed","Published","Pantanal Conservation Complex","Agriculture and Aquaculture","Livestock Farming / Grazing","Very High Threat","1","1","5557","2014"
"93291","elena","Completed","Published","Carlsbad Caverns National Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","5725","2014"
"93291","elena","Completed","Published","Carlsbad Caverns National Park","Natural System Modifications","Other Ecosystem Modifications","High Threat","1","0","5725","2014"
"93291","elena","Completed","Published","Carlsbad Caverns National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Low Threat","0","0","5725","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Biological Resource Use","Hunting (commercial/subsistence)","High Threat","1","0","5565","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Residential and Commercial Development","Tourism/ Recreation Areas","Very Low Threat","0","1","5565","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Residential and Commercial Development","Housing/ Urban Areas","Very Low Threat","0","1","5565","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Pollution","Water Pollution","Very Low Threat","0","1","5565","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Transportation and Service Corridors","Shipping Lanes","Very Low Threat","0","1","5565","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Geological Events","Erosion and Siltation/ Deposition","Very Low Threat","1","1","5565","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","5565","2014"
"198302","remco","Completed","Published","iSimangaliso Wetland Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","1","5565","2014"
"903062","elena","Completed","Published","Rainforests of the Atsinanana","Biological Resource Use","Logging/ Wood Harvesting","High Threat","1","1","4915","2014"
"220296","elena","Completed","Published","Central Amazon Conservation Complex","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Low Threat","1","1","5569","2014"
"220296","elena","Completed","Published","Central Amazon Conservation Complex","Biological Resource Use","Logging/ Wood Harvesting","Low Threat","1","1","5569","2014"
"220296","elena","Completed","Published","Central Amazon Conservation Complex","Biological Resource Use","Poaching","Low Threat","1","1","5569","2014"
"220296","elena","Completed","Published","Central Amazon Conservation Complex","Biological Resource Use","Other Biological Resource Use","Low Threat","1","1","5569","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Other","Other","High Threat","1","1","5578","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Low Threat","1","1","5578","2014"
"67725","elena","Completed","Published","Komodo National Park","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Very High Threat","1","0","5591","2014"
"67725","elena","Completed","Published","Komodo National Park","Biological Resource Use","Hunting (commercial/subsistence)","Very High Threat","1","0","5591","2014"
"145579","elena","Completed","Published","Macquarie Island","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","0","5580","2014"
"67725","elena","Completed","Published","Komodo National Park","Biological Resource Use","Other Biological Resource Use","High Threat","1","0","5591","2014"
"145579","elena","Completed","Published","Macquarie Island","Geological Events","Erosion and Siltation/ Deposition","High Threat","1","0","5580","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Natural System Modifications","Fire/ Fire Suppression","High Threat","1","1","5578","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Biological Resource Use","Logging/ Wood Harvesting","High Threat","0","1","5578","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","High Threat","1","1","5578","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Geological Events","Erosion and Siltation/ Deposition","High Threat","1","1","5578","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Natural System Modifications","Other Ecosystem Modifications","Very Low Threat","1","1","5578","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Other","Other","High Threat","1","1","5578","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Other","Other","High Threat","1","1","5578","2014"
"5000","elena","Completed","Published","Tasmanian Wilderness","Other","Other","High Threat","1","1","5578","2014"
