"wdpa_id","assessment_version_id","screenname","status","stage","name_en","values_","criterion","trend","state_","is_biodiv_whval","assessment_cycle"
"197","5309","elena","Completed","Published","Tikal National Park","Biodiversity and threatened species","10","Data Deficient","High Concern","0","2014"
"93290","5312","elena","Completed","Published","Messel Pit Fossil Site","Record of the Middle Eocene environment","8","Improving","Good","0","2014"
"93290","5312","elena","Completed","Published","Messel Pit Fossil Site","Quality of preservation","8","Stable","Good","0","2014"
"93290","5312","elena","Completed","Published","Messel Pit Fossil Site","Richness and diversity of fossils","8","Improving","Good","0","2014"
"93290","5312","elena","Completed","Published","Messel Pit Fossil Site","Early evolution of mammals","8","Improving","Good","0","2014"
"220295","5509","elena","Completed","Published","Noel Kempff Mercado National Park","Procesos ecológicos y biológicos continuos y evolución de ecosistemas del Cerrado","9","Stable","Good","0","2014"
"198300","5512","elena","Completed","Published","Laurisilva of Madeira","An outstanding relict of a previously widespread laurel forest type","9","Stable","Low Concern","0","2014"
"198300","5512","elena","Completed","Published","Laurisilva of Madeira","Rare and endemic plants","10","Stable","Low Concern","0","2014"
"198300","5512","elena","Completed","Published","Laurisilva of Madeira","Rare and endemic vertebrates","10","Data Deficient","Data Deficient","0","2014"
"198300","5512","elena","Completed","Published","Laurisilva of Madeira","Rare and endemic invertebrates","10","Data Deficient","Data Deficient","0","2014"
"68915","5515","elena","Completed","Published","Shirakami-Sanchi","Remnant old growth temperate forests","9","Stable","Good","0","2014"
"68915","5515","elena","Completed","Published","Shirakami-Sanchi","The last relic of cool-temperate beech forests of Northern Japan with associated species","9","Stable","Low Concern","0","2014"
"17050","5518","elena","Completed","Published","Mount Taishan","Dramatic mountain scenery","7","Improving","Low Concern","0","2014"
"61612","5527","elena","Completed","Published","Canaima National Park","Diversidad biológica y especies amenazadas","10","Deteriorating","High Concern","0","2014"
"67730","5731","elena","Completed","Published","Fraser Island","Largest sand island in the world with spectacular beaches, cliffs and blowouts","7","Stable","High Concern","0","2014"
"555542338","7393","elena","In Progress","Assessment","Ningaloo Coast","High diversity of marine fish","10","Data Deficient","Good","0","2017"
"900010","5521","elena","Completed","Published","Uluru-Kata Tjuta National Park","Spectacular natural phenomena","7","Stable","Good","0","2014"
"900010","5521","elena","Completed","Published","Uluru-Kata Tjuta National Park","Spectacular desert landscape","7","Stable","Good","0","2014"
"900010","5521","elena","Completed","Published","Uluru-Kata Tjuta National Park","Natural phenomena of exceptional aesthetic and spiritual importance","7","Stable","Good","0","2014"
"900010","5521","elena","Completed","Published","Uluru-Kata Tjuta National Park","Ongoing geological processes","8","Improving","Low Concern","0","2014"
"10747","5524","elena","Completed","Published","Huascarán National Park","Uno de los paisajes glaciares más pintorescos de las regiones montañosas","7","Deteriorating","High Concern","0","2014"
"10747","5524","elena","Completed","Published","Huascarán National Park","Diversidad de rasgos geomorfológicos","8","Stable","Low Concern","0","2014"
"61612","5527","elena","Completed","Published","Canaima National Park","Formaciones naturales únicas de extraordinaria belleza","7","Stable","Good","0","2014"
"61612","5527","elena","Completed","Published","Canaima National Park","Características geológicas únicas","8","Stable","Good","0","2014"
"61612","5527","elena","Completed","Published","Canaima National Park","Evolución biológica continua","9","Deteriorating","High Concern","0","2014"
"198292","5531","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Most intact and largest remaining fragments of Atlantic Forest in the Brazilian Northeast","9","Deteriorating","Critical","0","2014"
"555577560","5538","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Major and highly valuable remnant of a vast human-environment forest system","9","Deteriorating","High Concern","0","2014"
"555577560","5538","elena","Completed","Published","Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche","Rare species and high species richness","10","Deteriorating","High Concern","0","2014"
"168239","5539","elena","Completed","Published","New Zealand Sub-Antarctic Islands","High level of endemism","9","Improving","Low Concern","0","2014"
"168239","5539","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Abundance and diversity of pelagic seabirds, penguins, land birds, invertebrates and plants and important breeding areas for marine mammals","10","Deteriorating","Low Concern","0","2014"
"555577555","5541","elena","Completed","Published","Okavango Delta","Africa’s most extensive inland delta without an outlet to the sea, lying within a desert environment","7","Stable","Good","0","2014"
"555577555","5541","elena","Completed","Published","Okavango Delta","Annual cycle of flooding","7","Stable","Good","0","2014"
"555577555","5541","elena","Completed","Published","Okavango Delta","An outstanding example of the complexity, inter-dependence and interplay of climatic, geo-morphological, hydrological, and biological processes","9","Stable","Good","0","2014"
"555577555","5541","elena","Completed","Published","Okavango Delta","Rich diversity of species across many taxa, with significant populations of African mega-fauna","10","Deteriorating","Low Concern","0","2014"
"555577555","5541","elena","Completed","Published","Okavango Delta","Habitat for important populations of rare and endangered species","10","Data Deficient","Data Deficient","0","2014"
"555577555","5541","elena","Completed","Published","Okavango Delta","Landscape of exceptional and rare beauty","7","Stable","Good","0","2014"
"5002","5542","elena","Completed","Published","Río Plátano Biosphere Reserve","Large, undisturbed expanses of tropical forests, savannahs, wetlands, and beaches","7","Improving","Critical","0","2014"
"5002","5542","elena","Completed","Published","Río Plátano Biosphere Reserve","On-going geological processes","8","Improving","High Concern","0","2014"
"5002","5542","elena","Completed","Published","Río Plátano Biosphere Reserve","Key site for the on-going evolution of ecological and biological processes for the full range of Caribbean coastal terrestrial, fresh water, marine ecosystems","9","Improving","Critical","0","2014"
"5002","5542","elena","Completed","Published","Río Plátano Biosphere Reserve","Diversity of habitats and species","10","Improving","Critical","0","2014"
"17760","5543","elena","Completed","Published","Manú National Park","Large scale altitudinal gradient and mosaic of highly diverse ecosystems and habitats","9","Deteriorating","Low Concern","0","2014"
"17760","5543","elena","Completed","Published","Manú National Park","Biological diversity and rare and endangered species","10","Stable","Low Concern","0","2014"
"555542338","7393","elena","In Progress","Assessment","Ningaloo Coast","Largest documented aggregation of whale sharks in the world","7","Data Deficient","Good","0","2017"
"124385","5553","remco","Completed","Published","W-Arly-Pendjari Complex","Une grande diversité d'écosystèmes aquatiques et terrestres.","9","Deteriorating","High Concern","0","2014"
"220297","5557","elena","Completed","Published","Pantanal Conservation Complex","Unique natural phenomenon","7","Deteriorating","High Concern","0","2014"
"220297","5557","elena","Completed","Published","Pantanal Conservation Complex","On-going ecological processes","9","Deteriorating","Critical","0","2014"
"220297","5557","elena","Completed","Published","Pantanal Conservation Complex","High biodiversity and threatened species","10","Deteriorating","High Concern","0","2014"
"198302","5565","remco","Completed","Published","iSimangaliso Wetland Park","Geographically diverse area with superlative vistas along its 220km-long coast","7","Improving","Good","0","2014"
"198302","5565","remco","Completed","Published","iSimangaliso Wetland Park","The shifting salinity states within Lake St. Lucia","7","Improving","Low Concern","0","2014"
"903062","4915","elena","Completed","Published","Rainforests of the Atsinanana","Rich endemic flora","10","Deteriorating","Low Concern","0","2014"
"220296","5569","elena","Completed","Published","Central Amazon Conservation Complex","Ongoing ecological processes in the development of terrestrial and freshwater ecosystems","9","Stable","Low Concern","0","2014"
"220296","5569","elena","Completed","Published","Central Amazon Conservation Complex","Biological diversity of the Central Amazon","10","Stable","Low Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Exceptionally broad range of geomorphological phenomena and processes","8","Data Deficient","Low Concern","0","2014"
"124385","5553","remco","Completed","Published","W-Arly-Pendjari Complex","Une riche biodiversité avec des espèces menacées.","10","Deteriorating","Low Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Undisturbed wilderness and spectacular landscapes","7","Deteriorating","High Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","World’s tallest flowering trees forming awe-inspiring forests","7","Data Deficient","Low Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Exceptional expression, diversity and scale of karst features going back up to 400 million years","8","Stable","Good","0","2014"
"9617","5596","elena","Completed","Published","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Exceptionnelle richesse en espèces d’oiseaux marins dont certaines menacées","10","Stable","Low Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Exceptional environment for ongoing ecological processes","9","Deteriorating","High Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Unique diversity of ancient taxa","9","Stable","Low Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Relict and endemic plant biodiversity","10","Stable","Low Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Relict and endemic mammals","10","Stable","High Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Relict and endemic birds","10","Deteriorating","Low Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Relict and endemic frogs","10","Stable","High Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Endemic and threatened skinks","10","Stable","High Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Endemic and threatened  freshwater fish","10","Deteriorating","High Concern","0","2014"
"5000","5578","elena","Completed","Published","Tasmanian Wilderness","Enormous diversity of relict and endemic groups of invertebrates","10","Data Deficient","Data Deficient","0","2014"
"145579","5580","elena","Completed","Published","Macquarie Island","Outstanding spectacle of wild, natural beauty","7","Improving","High Concern","0","2014"
"145579","5580","elena","Completed","Published","Macquarie Island","Extensive peat beds","7","Improving","High Concern","0","2014"
"145579","5580","elena","Completed","Published","Macquarie Island","Dramatic changes in vegetation cover due to climatic conditions","7","Deteriorating","High Concern","0","2014"
"145579","5580","elena","Completed","Published","Macquarie Island","Vast congregations of wildlife","7","Stable","Good","0","2014"
"145579","5580","elena","Completed","Published","Macquarie Island","Unique geological features associated with oceanic crust formation","8","Stable","Good","0","2014"
"555542338","5581","elena","Completed","Published","Ningaloo Coast","Exceptional landscape combining arid terrestrial and marine features","7","Data Deficient","Good","0","2014"
"555542338","5581","elena","Completed","Published","Ningaloo Coast","Largest documented aggregation of whale sharks in the world","7","Data Deficient","Good","0","2014"
"555542338","5581","elena","Completed","Published","Ningaloo Coast","High diversity of marine fish","10","Data Deficient","Good","0","2014"
"555542338","5581","elena","Completed","Published","Ningaloo Coast","High diversity of reptiles","10","Data Deficient","Good","0","2014"
"555542338","5581","elena","Completed","Published","Ningaloo Coast","High diversity of marine mammals","10","Data Deficient","Good","0","2014"
"555542338","5581","elena","Completed","Published","Ningaloo Coast","High diversity of cave (troglomorphic) diversity","10","Data Deficient","Good","0","2014"
"555542338","5581","elena","Completed","Published","Ningaloo Coast","Noteworthy arid-zone vascular flora","10","Data Deficient","Good","0","2014"
"555542338","5581","elena","Completed","Published","Ningaloo Coast","High diversity of marine invertebrates and algae","10","Data Deficient","Good","0","2014"
"900631","5111","elena","Completed","Published","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","Biodiversity and endangered species of Southern Atlantic","10","Stable","High Concern","0","2014"
"198293","5584","elena","Completed","Published","Atlantic Forest Southeast Reserves","Exceptional natural beauty","7","Stable","Low Concern","0","2014"
"198293","5584","elena","Completed","Published","Atlantic Forest Southeast Reserves","Highly diverse forest region","9","Deteriorating","Critical","0","2014"
"198293","5584","elena","Completed","Published","Atlantic Forest Southeast Reserves","High species diversity","10","Deteriorating","High Concern","0","2014"
"900881","5587","remco","Completed","Published","Three Parallel Rivers of Yunnan Protected Areas","Exceptional diversity of landscapes dominated by the scenically distinctive three deep parallel river gorges","7","Deteriorating","High Concern","0","2014"
"900881","5587","remco","Completed","Published","Three Parallel Rivers of Yunnan Protected Areas","Exceptional natural phenomenon of low latitude glacial activity","7","Data Deficient","Data Deficient","0","2014"
"900881","5587","remco","Completed","Published","Three Parallel Rivers of Yunnan Protected Areas","Significant evidence representing major and ongoing geological events in the evolution of the land surface of Asia","8","Stable","Good","0","2014"
"900881","5587","remco","Completed","Published","Three Parallel Rivers of Yunnan Protected Areas","Convergence of three of the world’s major biogeographic realms and an exceptional diversity of ecological processes","9","Deteriorating","Low Concern","0","2014"
"900881","5587","remco","Completed","Published","Three Parallel Rivers of Yunnan Protected Areas","An area of the richest biodiversity in China and may be the most biologically diverse temperate region on earth","10","Deteriorating","High Concern","0","2014"
"67725","5591","elena","Completed","Published","Komodo National Park","Coral reefs and marine biodiversity","10","Deteriorating","High Concern","0","2014"
"67725","5591","elena","Completed","Published","Komodo National Park","Exceptional landscape beauty","7","Stable","Good","0","2014"
"555556047","5598","elena","Completed","Published","Mount Etna","One of the best-studied and monitored volcanoes","8","Stable","Low Concern","0","2014"
"67725","5591","elena","Completed","Published","Komodo National Park","Komodo dragon","10","Stable","Low Concern","0","2014"
"555577556","5595","elena","Completed","Published","Stevns Klint","Outstanding fossil record","8","Stable","Good","0","2014"
"555577556","5595","elena","Completed","Published","Stevns Klint","A globally exceptional testimony to the impact of meteorite on the history of life","8","Stable","Good","0","2014"
"9617","5596","elena","Completed","Published","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Beauté naturelle exceptionnelle","7","Stable","Good","0","2014"
"9617","5596","elena","Completed","Published","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Patrimoine géologique","8","Stable","Good","0","2014"
"9617","5596","elena","Completed","Published","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Diversité d’habitats terrestres indispensables à la survie des principales espèces","10","Stable","Low Concern","0","2014"
"9617","5596","elena","Completed","Published","Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve","Exceptionnelle richesse de la vie marine, représentative du milieu littoral méditerranéen","10","Stable","Low Concern","0","2014"
"555556047","5598","elena","Completed","Published","Mount Etna","One of the world’s most active and iconic volcanoes","8","Stable","Good","0","2014"
"902489","5600","elena","Completed","Published","West Norwegian Fjords – Geirangerfjord and Nærøyfjord","Exceptional fjord landscapes","7","Stable","Low Concern","0","2014"
"902489","5600","elena","Completed","Published","West Norwegian Fjords – Geirangerfjord and Nærøyfjord","Classic, superbly developed fjords","8","Stable","Good","0","2014"
"61609","5601","elena","Completed","Published","Bwindi Impenetrable National Park","Mountain Gorillas and other threatened mammals","10","Improving","Good","0","2014"
"61609","5601","elena","Completed","Published","Bwindi Impenetrable National Park","Rich montane flora and fauna.","10","Stable","Good","0","2014"
"61609","5601","elena","Completed","Published","Bwindi Impenetrable National Park","Rare and endemic birds","10","Stable","Good","0","2014"
"61609","5601","elena","Completed","Published","Bwindi Impenetrable National Park","Occurrence of Albertine Rift endemic species","10","Stable","Good","0","2014"
"61609","5601","elena","Completed","Published","Bwindi Impenetrable National Park","Diversity of co-evolving habitats","10","Improving","Good","0","2014"
"198301","5602","elena","Completed","Published","Western Caucasus","Warm-temperate forest ecosystems","9","Deteriorating","Low Concern","0","2014"
"198301","5602","elena","Completed","Published","Western Caucasus","Subalpine, alpine and nival ecosystems","9","Deteriorating","Low Concern","0","2014"
"198301","5602","elena","Completed","Published","Western Caucasus","Raptor migration bottleneck","10","Data Deficient","Data Deficient","0","2014"
"198301","5602","elena","Completed","Published","Western Caucasus","Plant species diversity and endemism","10","Deteriorating","Low Concern","0","2014"
"198301","5602","elena","Completed","Published","Western Caucasus","Avifauna","10","Stable","Good","0","2014"
"198301","5602","elena","Completed","Published","Western Caucasus","Mammal fauna","10","Data Deficient","Data Deficient","0","2014"
"198301","5602","elena","Completed","Published","Western Caucasus","Herpetofauna","10","Deteriorating","High Concern","0","2014"
"145590","5605","elena","Completed","Published","Pyrénées - Mont Perdu","Remarkable geological landforms","8","Stable","Good","0","2014"
"902902","5607","elena","Completed","Published","Sichuan Giant Panda Sanctuaries – Wolong, Mount Siguniang & Jiajin Mountains","Diverse endemic richness of other groups","10","Data Deficient","Data Deficient","0","2014"
"902902","5607","elena","Completed","Published","Sichuan Giant Panda Sanctuaries – Wolong, Mount Siguniang & Jiajin Mountains","High proportion of global population of iconic giant panda","10","Improving","Low Concern","0","2014"
"902902","5607","elena","Completed","Published","Sichuan Giant Panda Sanctuaries – Wolong, Mount Siguniang & Jiajin Mountains","Rich montane flora, with many endemic species","10","Stable","Good","0","2014"
"902902","5607","elena","Completed","Published","Sichuan Giant Panda Sanctuaries – Wolong, Mount Siguniang & Jiajin Mountains","Rare and endemic birds","10","Stable","Good","0","2014"
"902902","5607","elena","Completed","Published","Sichuan Giant Panda Sanctuaries – Wolong, Mount Siguniang & Jiajin Mountains","Rare and threatened mammals","10","Deteriorating","High Concern","0","2014"
"902902","5607","elena","Completed","Published","Sichuan Giant Panda Sanctuaries – Wolong, Mount Siguniang & Jiajin Mountains","Diversity of habitats","10","Stable","Good","0","2014"
"145590","5605","elena","Completed","Published","Pyrénées - Mont Perdu","Outstanding scenic landscape","7","Stable","Low Concern","0","2014"
"93294","5610","elena","Completed","Published","Virgin Komi Forests","Forest ecosystems","9","Stable","Good","0","2014"
"93294","5610","elena","Completed","Published","Virgin Komi Forests","Mountain and tundra ecosystems","9","Deteriorating","Low Concern","0","2014"
"93294","5610","elena","Completed","Published","Virgin Komi Forests","Wetland and freshwater ecosystems","9","Deteriorating","High Concern","0","2014"
"93294","5610","elena","Completed","Published","Virgin Komi Forests","Outstanding example of a complex of boreal ecosystems","7","Deteriorating","Low Concern","0","2014"
"26654","5612","elena","Completed","Published","Mount Huangshan","Magnificent scenery and dramatic landscape formed by complex geological history","7","Stable","Low Concern","0","2014"
"26654","5612","elena","Completed","Published","Mount Huangshan","Outstandingly rich flora with endemic species","10","Data Deficient","Data Deficient","0","2014"
"26654","5612","elena","Completed","Published","Mount Huangshan","Important vertebrate fauna","10","Data Deficient","Data Deficient","0","2014"
"67731","5614","elena","Completed","Published","Wulingyuan Scenic and Historic Interest Area","An extensive and spectacular landscape of majestic quartz sandstone peaks","7","Data Deficient","High Concern","0","2014"
"10744","5621","elena","Completed","Published","Kaziranga National Park","Ecological processes in development of terrestrial and freshwater ecosystems","9","Stable","Low Concern","0","2014"
"900880","5616","elena","Completed","Published","Uvs Nuur Basin","Unique climatic and hydrological regime","9","Stable","Low Concern","0","2014"
"900880","5616","elena","Completed","Published","Uvs Nuur Basin","Endemic plants","10","Data Deficient","Data Deficient","0","2014"
"900880","5616","elena","Completed","Published","Uvs Nuur Basin","Rare and endangered bird species","10","Stable","Good","0","2014"
"900880","5616","elena","Completed","Published","Uvs Nuur Basin","Endangered mammals","10","Deteriorating","Low Concern","0","2014"
"10744","5621","elena","Completed","Published","Kaziranga National Park","Significant natural habitat","10","Stable","Good","0","2014"
"10744","5621","elena","Completed","Published","Kaziranga National Park","Rare and endemic mammals","10","Deteriorating","High Concern","0","2014"
"10744","5621","elena","Completed","Published","Kaziranga National Park","Rare and endemic birds","10","Stable","Good","0","2014"
"145580","5618","elena","Completed","Published","The Sundarbans","On-going ecological processes that lead to the creation and sustenance of mangrove ecosystems","10","Deteriorating","High Concern","0","2014"
"145580","5618","elena","Completed","Published","The Sundarbans","Exceptional level of biodiversity","10","Deteriorating","High Concern","0","2014"
"145580","5618","elena","Completed","Published","The Sundarbans","Rare and threatened terrestrial and aquatic mammals","10","Deteriorating","Low Concern","0","2014"
"145580","5618","elena","Completed","Published","The Sundarbans","Rare and threatened birds","10","Stable","Low Concern","0","2014"
"145580","5618","elena","Completed","Published","The Sundarbans","Rare and threatened reptiles","10","Deteriorating","Low Concern","0","2014"
"2008","5627","elena","Completed","Published","Bialowieza Forest","Outstanding diversity of forest fauna","10","Stable","Low Concern","0","2014"
"145580","5618","elena","Completed","Published","The Sundarbans","Rare and threatened flora","10","Deteriorating","Low Concern","0","2014"
"145580","5618","elena","Completed","Published","The Sundarbans","Rare and threatened fishes","10","Deteriorating","Low Concern","0","2014"
"2008","5627","elena","Completed","Published","Bialowieza Forest","Diverse complex of forest ecosystems with extensive old-growth forests","9","Improving","Low Concern","0","2014"
"2008","5627","elena","Completed","Published","Bialowieza Forest","Extraordinary diversity of forest flora and fungi","10","Stable","Low Concern","0","2014"
"14177","5620","elena","Completed","Published","Sundarbans National Park","Rare and threatened flora","10","Deteriorating","Low Concern","0","2014"
"14177","5620","elena","Completed","Published","Sundarbans National Park","The largest area of mangrove forest in the world","9","Deteriorating","High Concern","0","2014"
"14177","5620","elena","Completed","Published","Sundarbans National Park","Rare and threatened terrestrial and aquatic mammals","10","Stable","Low Concern","0","2014"
"14177","5620","elena","Completed","Published","Sundarbans National Park","Rare and threatened birds","10","Data Deficient","Low Concern","0","2014"
"14177","5620","elena","Completed","Published","Sundarbans National Park","Rare and threatened reptiles","10","Data Deficient","Low Concern","0","2014"
"902483","5624","remco","Completed","Published","Vredefort Dome","Complex Meteorite impact structure (Astrobleme)","8","Improving","Low Concern","0","2014"
"902483","5624","remco","Completed","Published","Vredefort Dome","Impact structural features","8","Stable","Good","0","2014"
"902483","5624","remco","Completed","Published","Vredefort Dome","Energy release evidence","8","Stable","Low Concern","0","2014"
"902483","5624","remco","Completed","Published","Vredefort Dome","Evidence of rebound","8","Stable","Good","0","2014"
"902483","5624","remco","Completed","Published","Vredefort Dome","Evidence of pre-impact environments","8","Stable","Low Concern","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Red-breasted Goose, Branta ruficollis","10","Data Deficient","Good","0","2014"
"555577557","5630","elena","Completed","Published","Great Himalayan National Park Conservation Area","Important natural habitats and associated endemic and threatened species within the globally significant Western Himalayas","10","Data Deficient","Low Concern","0","2014"
"2579","5632","elena","Completed","Published","Olympic National Park","The Western Hemisphere’s  largest stands of temperate rainforest","7","Stable","Low Concern","0","2014"
"2579","5632","elena","Completed","Published","Olympic National Park","Remarkable combination of habitats","7","Deteriorating","High Concern","0","2014"
"2579","5632","elena","Completed","Published","Olympic National Park","Glaciers","7","Deteriorating","High Concern","0","2014"
"2579","5632","elena","Completed","Published","Olympic National Park","Diversity of flora and fauna which continues to evolve in a relative natural state","9","Stable","Low Concern","0","2014"
"2579","5632","elena","Completed","Published","Olympic National Park","Habitats of unmatched diversity on the Pacific coast","9","Deteriorating","High Concern","0","2014"
"2579","5632","elena","Completed","Published","Olympic National Park","Endemic species associated with park’s isolation","9","Stable","High Concern","0","2014"
"2579","5632","elena","Completed","Published","Olympic National Park","Wilderness coastline","7","Stable","Low Concern","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Fieldfare, Turdus pilaris","10","Data Deficient","Data Deficient","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","An important wetland on the Western Palaearctic bird migratory flyway","10","Data Deficient","Good","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Dalmatian Pelican, Pelecanus crispus","10","Stable","Good","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Pygmy Cormorant, Phalacrocorax pygmeus","10","Improving","Good","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Ferruginous Duck, Aythya nyroca","10","Improving","Good","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Eurasian Spoonbill, Platalea leucorodia","10","Improving","Good","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Glossy Ibis, Plegadis falcinellus","10","Data Deficient","Low Concern","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Purple Heron, Ardea purpurea","10","Improving","Good","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Ruddy Shelduck, Tadorna ferruginea","10","Data Deficient","Data Deficient","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Little Bittern, Ixobrychus minutus","10","Data Deficient","Good","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Squacco Heron, Ardeola ralloides","10","Deteriorating","High Concern","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Little Egret, Egretta garzetta","10","Improving","Good","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Great White Egret, Casmerodius albus","10","Deteriorating","Low Concern","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Whiskered Tern, Chlidonias hybridus","10","Improving","Good","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Black Tern, Chlidonias niger","10","Deteriorating","High Concern","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","White-tailed Eagle, Haliaeetus albicilla","10","Data Deficient","Data Deficient","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Corncrake, Crex crex","10","Data Deficient","Data Deficient","0","2014"
"9612","5634","elena","Completed","Published","Srebarna Nature Reserve","Greylag Goose, Anser anser","10","Data Deficient","Good","0","2014"
"198299","5636","elena","Completed","Published","Puerto-Princesa Subterranean River National Park","A spectacular karst landscape with an underground river","7","Stable","Good","0","2014"
"198299","5636","elena","Completed","Published","Puerto-Princesa Subterranean River National Park","Globally significant habitat for biodiversity conservation","10","Deteriorating","High Concern","0","2014"
"900008","5639","elena","Completed","Published","Isole Eolie (Aeolian Islands)","Outstanding volcanic phenomena","8","Stable","Good","0","2014"
"900008","5639","elena","Completed","Published","Isole Eolie (Aeolian Islands)","Geological processes","8","Stable","Good","0","2014"
"900008","5639","elena","Completed","Published","Isole Eolie (Aeolian Islands)","Contribution to volcanology and geology","8","Stable","Good","0","2014"
"902479","5703","elena","Completed","Published","Coiba National Park and its Special Zone of Marine Protection","Outstanding natural laboratory for scientific research and a key ecological link to the Tropical Eastern Pacific","9","Deteriorating","High Concern","0","2014"
"902479","5703","elena","Completed","Published","Coiba National Park and its Special Zone of Marine Protection","High variety of endemic species","10","Deteriorating","High Concern","0","2014"
"124383","5706","elena","Completed","Published","Belize Barrier Reef Reserve System","One of the most pristine reef ecosystems in the Western Hemisphere","7","Deteriorating","High Concern","0","2014"
"124383","5706","elena","Completed","Published","Belize Barrier Reef Reserve System","Classic example of the evolutionary history of reefs","9","Deteriorating","High Concern","0","2014"
"124383","5706","elena","Completed","Published","Belize Barrier Reef Reserve System","Important habitat for a number of internationally threatened marine and bird species","10","Deteriorating","High Concern","0","2014"
"903137","5714","elena","Completed","Published","Saryarka – Steppe and Lakes of Northern Kazakhstan","Exceptional diversity of Central Asian fauna","10","Improving","Low Concern","0","2014"
"67726","5710","remco","Completed","Published","Ujung Kulon National Park","Most extensive lowland rainforest remaining on Java","10","Stable","Low Concern","0","2014"
"67726","5710","remco","Completed","Published","Ujung Kulon National Park","Critical habitat for threatened animal species","10","Stable","Low Concern","0","2014"
"67726","5710","remco","Completed","Published","Ujung Kulon National Park","Critical habitat for rare plant species","10","Data Deficient","Data Deficient","0","2014"
"67726","5710","remco","Completed","Published","Ujung Kulon National Park","Landscape of exceptional beauty","7","Stable","Low Concern","0","2014"
"198297","5717","elena","Completed","Published","Desembarco del Granma National Park","World’s largest and best preserved coastal limestone terrace system of stunning beauty","7","Stable","Low Concern","0","2014"
"198297","5717","elena","Completed","Published","Desembarco del Granma National Park","Globally significant illustration of geomorphologic and physiographic features and ongoing geological processes","8","Stable","Good","0","2014"
"67730","5731","elena","Completed","Published","Fraser Island","Tall rainforest growing on high coastal sand dunes","7","Stable","Low Concern","0","2014"
"67726","5710","remco","Completed","Published","Ujung Kulon National Park","Stronghold for Javan Rhinoceros","10","Stable","Critical","0","2014"
"16793","5711","elena","Completed","Published","Nanda Devi and Valley of Flowers National Parks","Natural beauty and aesthetic values","7","Stable","Good","0","2014"
"16793","5711","elena","Completed","Published","Nanda Devi and Valley of Flowers National Parks","Important site for in-situ conservation of biological diversity","10","Improving","Good","0","2014"
"903137","5714","elena","Completed","Published","Saryarka – Steppe and Lakes of Northern Kazakhstan","Processes sustaining steppe and forest","9","Improving","Low Concern","0","2014"
"903137","5714","elena","Completed","Published","Saryarka – Steppe and Lakes of Northern Kazakhstan","Lake and wetland  ecosystems","9","Improving","Low Concern","0","2014"
