"wdpa_id","screenname","status","stage","name_en","topic","pm_rating","assessment_cycle"
"903134","elena","Completed","Published","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Staff training and development","Effective","2014"
"903134","elena","Completed","Published","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Sustainable use","Data Deficient","2014"
"903134","elena","Completed","Published","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Education and interpretation programs","Data Deficient","2014"
"903134","elena","Completed","Published","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Tourism and visitation management","Data Deficient","2014"
"903134","elena","Completed","Published","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Monitoring","Effective","2014"
"903134","elena","Completed","Published","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Research","Effective","2014"
"903134","elena","Completed","Published","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Management effectiveness","Effective","2014"
"903134","elena","Completed","Published","Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems","Sustainable finance","Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Research","Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Legal framework","Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Highly Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Management effectiveness","Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Implementation of Committee decisions and recommendations","Data Deficient","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Boundaries","Some Concern","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Sustainable finance","Serious Concern","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Staff training and development","Highly Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Sustainable use","Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Education and interpretation programs","Highly Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Tourism and visitation management","Highly Effective","2014"
"2011","elena","Completed","Published","Grand Canyon National Park","Monitoring","Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Legal framework","Highly Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Management effectiveness","Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Implementation of Committee decisions and recommendations","Highly Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Boundaries","Highly Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Sustainable finance","Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Staff training and development","Some Concern","2014"
"10905","elena","Completed","Published","Chitwan National Park","Sustainable use","Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Education and interpretation programs","Some Concern","2014"
"10905","elena","Completed","Published","Chitwan National Park","Tourism and visitation management","Effective","2014"
"10905","elena","Completed","Published","Chitwan National Park","Monitoring","Some Concern","2014"
"10905","elena","Completed","Published","Chitwan National Park","Research","Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Monitoring","Data Deficient","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Legal framework","Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Management effectiveness","Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Implementation of Committee decisions and recommendations","Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Boundaries","Some Concern","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Sustainable finance","Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Staff training and development","Highly Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Sustainable use","Highly Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Education and interpretation programs","Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Tourism and visitation management","Effective","2014"
"220293","elena","Completed","Published","Gunung Mulu National Park","Research","Highly Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Legal framework","Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Highly Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Highly Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Management effectiveness","Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Implementation of Committee decisions and recommendations","Data Deficient","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Boundaries","Highly Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Sustainable finance","Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Staff training and development","Highly Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Sustainable use","Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Education and interpretation programs","Highly Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Tourism and visitation management","Highly Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Monitoring","Effective","2014"
"903140","elena","Completed","Published","Swiss Tectonic Arena Sardona","Research","Highly Effective","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Management effectiveness","Some Concern","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Implementation of Committee decisions and recommendations","Data Deficient","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Boundaries","Data Deficient","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Sustainable finance","Some Concern","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Staff training and development","Data Deficient","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Sustainable use","Effective","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Serious Concern","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Legal framework","Serious Concern","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Integration into regional and national planning systems (including sea/landscape connectivity)","Serious Concern","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Some Concern","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Education and interpretation programs","Data Deficient","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Tourism and visitation management","Effective","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Monitoring","Serious Concern","2014"
"198292","elena","Completed","Published","Discovery Coast Atlantic Forest Reserves","Research","Effective","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Legal framework","Some Concern","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Some Concern","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Management effectiveness","Some Concern","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Implementation of Committee decisions and recommendations","Highly Effective","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Boundaries","Effective","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Sustainable finance","Effective","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Staff training and development","Some Concern","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Sustainable use","Some Concern","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Education and interpretation programs","Some Concern","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Tourism and visitation management","Effective","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Monitoring","Effective","2014"
"4999","elena","Completed","Published","Tassili n'Ajjer National Park","Research","Data Deficient","2014"
"2575","elena","Completed","Published","Serengeti National Park","Tourism and visitation management","Effective","2014"
"2575","elena","Completed","Published","Serengeti National Park","Education and interpretation programs","Data Deficient","2014"
"2575","elena","Completed","Published","Serengeti National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Data Deficient","2014"
"2575","elena","Completed","Published","Serengeti National Park","Legal framework","Effective","2014"
"2575","elena","Completed","Published","Serengeti National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2014"
"2575","elena","Completed","Published","Serengeti National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Highly Effective","2014"
"2575","elena","Completed","Published","Serengeti National Park","Management effectiveness","Effective","2014"
"2575","elena","Completed","Published","Serengeti National Park","Implementation of Committee decisions and recommendations","Effective","2014"
"2575","elena","Completed","Published","Serengeti National Park","Boundaries","Some Concern","2014"
"2575","elena","Completed","Published","Serengeti National Park","Sustainable finance","Effective","2014"
"2575","elena","Completed","Published","Serengeti National Park","Staff training and development","Effective","2014"
"2575","elena","Completed","Published","Serengeti National Park","Sustainable use","Data Deficient","2014"
"2575","elena","Completed","Published","Serengeti National Park","Monitoring","Some Concern","2014"
"2575","elena","Completed","Published","Serengeti National Park","Research","Effective","2014"
"555577555","elena","Completed","Published","Okavango Delta","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"555577555","elena","Completed","Published","Okavango Delta","Legal framework","Some Concern","2014"
"555577555","elena","Completed","Published","Okavango Delta","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2014"
"555577555","elena","Completed","Published","Okavango Delta","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"555577555","elena","Completed","Published","Okavango Delta","Implementation of Committee decisions and recommendations","Data Deficient","2014"
"555577555","elena","Completed","Published","Okavango Delta","Boundaries","Effective","2014"
"555577555","elena","Completed","Published","Okavango Delta","Sustainable finance","Some Concern","2014"
"555577555","elena","Completed","Published","Okavango Delta","Staff training and development","Data Deficient","2014"
"555577555","elena","Completed","Published","Okavango Delta","Sustainable use","Effective","2014"
"555577555","elena","Completed","Published","Okavango Delta","Education and interpretation programs","Some Concern","2014"
"555577555","elena","Completed","Published","Okavango Delta","Tourism and visitation management","Highly Effective","2014"
"555577555","elena","Completed","Published","Okavango Delta","Monitoring","Some Concern","2014"
"555577555","elena","Completed","Published","Okavango Delta","Research","Effective","2014"
"555577555","elena","Completed","Published","Okavango Delta","Management effectiveness","Some Concern","2014"
"17050","elena","Completed","Published","Mount Taishan","Integration into regional and national planning systems (including sea/landscape connectivity)","Highly Effective","2014"
"17050","elena","Completed","Published","Mount Taishan","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2014"
"17050","elena","Completed","Published","Mount Taishan","Legal framework","Highly Effective","2014"
"17050","elena","Completed","Published","Mount Taishan","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"17050","elena","Completed","Published","Mount Taishan","Management effectiveness","Effective","2014"
"17050","elena","Completed","Published","Mount Taishan","Implementation of Committee decisions and recommendations","Effective","2014"
"17050","elena","Completed","Published","Mount Taishan","Boundaries","Highly Effective","2014"
"17050","elena","Completed","Published","Mount Taishan","Sustainable finance","Highly Effective","2014"
"17050","elena","Completed","Published","Mount Taishan","Staff training and development","Some Concern","2014"
"17050","elena","Completed","Published","Mount Taishan","Sustainable use","Some Concern","2014"
"17050","elena","Completed","Published","Mount Taishan","Education and interpretation programs","Effective","2014"
"17050","elena","Completed","Published","Mount Taishan","Tourism and visitation management","Some Concern","2014"
"17050","elena","Completed","Published","Mount Taishan","Monitoring","Effective","2014"
"17050","elena","Completed","Published","Mount Taishan","Research","Highly Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Legal framework","Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Management effectiveness","Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Implementation of Committee decisions and recommendations","Highly Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Boundaries","Highly Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Sustainable finance","Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Staff training and development","Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Sustainable use","Some Concern","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Education and interpretation programs","Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Tourism and visitation management","Highly Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Monitoring","Highly Effective","2014"
"220295","elena","Completed","Published","Noel Kempff Mercado National Park","Research","Highly Effective","2014"
"900889","remco","Completed","Published","Ha Long Bay","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"900889","remco","Completed","Published","Ha Long Bay","Legal framework","Some Concern","2014"
"900889","remco","Completed","Published","Ha Long Bay","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2014"
"900889","remco","Completed","Published","Ha Long Bay","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Some Concern","2014"
"900889","remco","Completed","Published","Ha Long Bay","Management effectiveness","Some Concern","2014"
"900889","remco","Completed","Published","Ha Long Bay","Implementation of Committee decisions and recommendations","Effective","2014"
"900889","remco","Completed","Published","Ha Long Bay","Boundaries","Effective","2014"
"900889","remco","Completed","Published","Ha Long Bay","Sustainable finance","Some Concern","2014"
"900889","remco","Completed","Published","Ha Long Bay","Staff training and development","Some Concern","2014"
"900889","remco","Completed","Published","Ha Long Bay","Sustainable use","Some Concern","2014"
"900889","remco","Completed","Published","Ha Long Bay","Education and interpretation programs","Some Concern","2014"
"900889","remco","Completed","Published","Ha Long Bay","Tourism and visitation management","Effective","2014"
"900889","remco","Completed","Published","Ha Long Bay","Monitoring","Effective","2014"
"900889","remco","Completed","Published","Ha Long Bay","Research","Data Deficient","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Legal framework","Highly Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Integration into regional and national planning systems (including sea/landscape connectivity)","Data Deficient","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Management effectiveness","Highly Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Implementation of Committee decisions and recommendations","Highly Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Boundaries","Some Concern","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Sustainable finance","Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Staff training and development","Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Sustainable use","Highly Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Education and interpretation programs","Highly Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Tourism and visitation management","Effective","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Monitoring","Data Deficient","2014"
"68915","elena","Completed","Published","Shirakami-Sanchi","Research","Effective","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Legal framework","Some Concern","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Integration into regional and national planning systems (including sea/landscape connectivity)","Highly Effective","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Management effectiveness","Some Concern","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Implementation of Committee decisions and recommendations","Effective","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Boundaries","Some Concern","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Sustainable finance","Some Concern","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Staff training and development","Effective","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Sustainable use","Some Concern","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Education and interpretation programs","Some Concern","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Tourism and visitation management","Some Concern","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Monitoring","Effective","2014"
"198300","elena","Completed","Published","Laurisilva of Madeira","Research","Effective","2014"
"197","elena","Completed","Published","Tikal National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Effective","2014"
"197","elena","Completed","Published","Tikal National Park","Legal framework","Some Concern","2014"
"197","elena","Completed","Published","Tikal National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Effective","2014"
"197","elena","Completed","Published","Tikal National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"197","elena","Completed","Published","Tikal National Park","Implementation of Committee decisions and recommendations","Data Deficient","2014"
"197","elena","Completed","Published","Tikal National Park","Boundaries","Effective","2014"
"197","elena","Completed","Published","Tikal National Park","Sustainable finance","Effective","2014"
"197","elena","Completed","Published","Tikal National Park","Staff training and development","Some Concern","2014"
"197","elena","Completed","Published","Tikal National Park","Sustainable use","Some Concern","2014"
"197","elena","Completed","Published","Tikal National Park","Education and interpretation programs","Data Deficient","2014"
"197","elena","Completed","Published","Tikal National Park","Tourism and visitation management","Some Concern","2014"
"197","elena","Completed","Published","Tikal National Park","Monitoring","Effective","2014"
"197","elena","Completed","Published","Tikal National Park","Research","Effective","2014"
"197","elena","Completed","Published","Tikal National Park","Management effectiveness","Some Concern","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Highly Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Legal framework","Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Integration into regional and national planning systems (including sea/landscape connectivity)","Highly Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Highly Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Management effectiveness","Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Implementation of Committee decisions and recommendations","Highly Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Boundaries","Highly Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Sustainable finance","Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Staff training and development","Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Sustainable use","Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Education and interpretation programs","Highly Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Tourism and visitation management","Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Monitoring","Highly Effective","2014"
"168239","elena","Completed","Published","New Zealand Sub-Antarctic Islands","Research","Some Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Legal framework","Some Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Serious Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Some Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Management effectiveness","Some Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Implementation of Committee decisions and recommendations","Some Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Boundaries","Effective","2014"
"17760","elena","Completed","Published","Manú National Park","Sustainable finance","Some Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Staff training and development","Some Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Sustainable use","Some Concern","2014"
"17760","elena","Completed","Published","Manú National Park","Education and interpretation programs","Effective","2014"
"17760","elena","Completed","Published","Manú National Park","Tourism and visitation management","Effective","2014"
"17760","elena","Completed","Published","Manú National Park","Monitoring","Effective","2014"
"17760","elena","Completed","Published","Manú National Park","Research","Effective","2014"
"20062","elena","Completed","Published","Sian Ka'an","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Some Concern","2014"
"20062","elena","Completed","Published","Sian Ka'an","Legal framework","Some Concern","2014"
"20062","elena","Completed","Published","Sian Ka'an","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2014"
"20062","elena","Completed","Published","Sian Ka'an","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Effective","2014"
"20062","elena","Completed","Published","Sian Ka'an","Management effectiveness","Data Deficient","2014"
"20062","elena","Completed","Published","Sian Ka'an","Implementation of Committee decisions and recommendations","Some Concern","2014"
"20062","elena","Completed","Published","Sian Ka'an","Boundaries","Some Concern","2014"
"20062","elena","Completed","Published","Sian Ka'an","Sustainable finance","Effective","2014"
"20062","elena","Completed","Published","Sian Ka'an","Staff training and development","Data Deficient","2014"
"20062","elena","Completed","Published","Sian Ka'an","Sustainable use","Serious Concern","2014"
"20062","elena","Completed","Published","Sian Ka'an","Education and interpretation programs","Data Deficient","2014"
"20062","elena","Completed","Published","Sian Ka'an","Tourism and visitation management","Data Deficient","2014"
"20062","elena","Completed","Published","Sian Ka'an","Monitoring","Data Deficient","2014"
"20062","elena","Completed","Published","Sian Ka'an","Research","Effective","2014"
"10747","elena","Completed","Published","Huascarán National Park","Legal framework","Serious Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Serious Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Some Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Some Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Management effectiveness","Serious Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Implementation of Committee decisions and recommendations","Data Deficient","2014"
"10747","elena","Completed","Published","Huascarán National Park","Boundaries","Effective","2014"
"10747","elena","Completed","Published","Huascarán National Park","Sustainable finance","Serious Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Staff training and development","Serious Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Sustainable use","Serious Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Education and interpretation programs","Serious Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Tourism and visitation management","Serious Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Monitoring","Serious Concern","2014"
"10747","elena","Completed","Published","Huascarán National Park","Research","Some Concern","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Legal framework","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Integration into regional and national planning systems (including sea/landscape connectivity)","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Management effectiveness","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Implementation of Committee decisions and recommendations","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Boundaries","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Sustainable finance","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Staff training and development","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Sustainable use","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Education and interpretation programs","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Tourism and visitation management","Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Monitoring","Highly Effective","2014"
"900010","elena","Completed","Published","Uluru-Kata Tjuta National Park","Research","Highly Effective","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Management system (for transboundary/serial properties, integrated management system should also be described/evaluated)","Serious Concern","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Management effectiveness","Serious Concern","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Implementation of Committee decisions and recommendations","Serious Concern","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Boundaries","Some Concern","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Relationships with local people (including stakeholder relationships, participatory management, rights, and access to benefits and equity)","Serious Concern","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Legal framework","Serious Concern","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Integration into regional and national planning systems (including sea/landscape connectivity)","Data Deficient","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Sustainable finance","Serious Concern","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Staff training and development","Effective","2014"
"5002","elena","Completed","Published","Río Plátano Biosphere Reserve","Sustainable use","Serious Concern","2014"
